StockCode,Description,ABC_Class,ObsolescenceRisk,AvgDailyDemand,DemandStd,DemandCV,LeadTimeDays,SafetyStock,ReorderPoint,CurrentStock,StockStatus,ExcessStock,DeficitStock,ExcessValue,DeficitValue,InventoryValue,ServiceLevelTarget,ServiceLevelAchievable,AnnualTurns,DaysOnHand,StatusColor,ActionPriority
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,B,Low,7.548387096774194,16.198843308834725,2.1460006092900703,8,89,149.0,182.0,Overstocked,3,0,10.22,0.0,619.97,0.97,0.995,15.1,24.1,#FF6B6B,High
21382,SET/4 SPRING FLOWER DECORATION,B,High,12.138297872340425,17.991396428812997,1.4822009327856458,7,69,154.0,81.0,Understocked,0,73,0.0,138.47,153.64,0.9,0.471,54.7,6.7,#45B7D1,High
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,B,High,25.933333333333334,23.475819991936074,0.905237274753319,7,106,288.0,256.0,Understocked,0,32,0.0,30.96,247.65,0.9,0.816,37.0,9.9,#45B7D1,High
21332,MOROCCAN BEATEN METAL MIRROR,B,Low,7.081081081081081,9.592758780508403,1.3547025758733242,8,55,112.0,184.0,Overstocked,50,0,493.09,0.0,1814.55,0.97,1.0,14.0,26.0,#FF6B6B,High
21399,BLUE POLKADOT COFFEE MUG,B,Low,31.386666666666667,38.30351523397401,1.2203753791622987,8,225,476.0,336.0,Understocked,0,140,0.0,174.59,419.01,0.97,0.761,34.1,10.7,#45B7D1,High
84006,MAGIC TREE -PAPER FLOWERS,B,Low,14.73913043478261,15.922557625660724,1.0802915203250638,8,96,214.0,279.0,Overstocked,22,0,18.7,0.0,237.15,0.97,0.999,19.3,18.9,#FF6B6B,High
23287,RED VINTAGE SPOT BEAKER,B,Medium,20.298850574712645,28.416386912749605,1.3999012805261695,7,132,274.0,225.0,Understocked,0,49,0.0,41.51,190.61,0.95,0.849,32.9,11.1,#45B7D1,High
23367,SET 12 COLOUR PENCILS SPACEBOY ,B,Low,35.142857142857146,24.965690743212257,0.7104058341564463,10,199,550.0,285.0,Understocked,0,265,0.0,172.14,185.14,0.97,0.265,45.0,8.1,#45B7D1,High
23394,POSTE FRANCE CUSHION COVER,B,Low,6.491525423728813,5.721625285600696,0.8813991954319611,10,42,107.0,92.0,Understocked,0,15,0.0,56.25,345.0,0.97,0.888,25.8,14.2,#45B7D1,High
23226,FILIGREE HEART DAISY WHITE,B,Low,21.181818181818183,15.302010167017768,0.7224124971553452,10,121,333.0,654.0,Overstocked,254,0,315.24,0.0,811.67,0.97,1.0,11.8,30.9,#FF6B6B,High
21446,12 RED ROSE PEG PLACE SETTINGS,B,Low,7.972413793103448,9.544446340081613,1.1971840132455311,8,56,120.0,204.0,Overstocked,60,0,74.74,0.0,254.11,0.97,1.0,14.3,25.6,#FF6B6B,High
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,B,High,7.046153846153846,5.47845430194152,0.7775098900135345,7,27,76.0,147.0,Overstocked,56,0,231.54,0.0,607.79,0.9,1.0,17.5,20.9,#FF6B6B,High
44230,SQUARE MIRROR CURTAIN,B,Low,5.175,6.287502867410265,1.2149763994995681,8,37,78.0,96.0,Overstocked,2,0,15.28,0.0,733.31,0.97,0.997,19.7,18.6,#FF6B6B,High
17091J,VANILLA INCENSE IN TIN,B,Low,22.9375,23.16484915168827,1.0099116796376357,8,141,324.0,215.0,Understocked,0,109,0.0,81.46,160.67,0.97,0.663,38.9,9.4,#45B7D1,High
21356,TOAST ITS - FAIRY FLOWER,B,Low,7.844594594594595,7.65649680806721,0.9760219875916857,10,54,132.0,174.0,Overstocked,16,0,19.57,0.0,212.81,0.97,1.0,16.5,22.2,#FF6B6B,High
79323B,BLACK CHERRY LIGHTS,B,Low,5.948717948717949,7.497187956858147,1.2603031479201194,8,44,92.0,109.0,Optimal,0,0,0.0,0.0,720.31,0.97,0.996,19.9,18.3,#4ECDC4,Low
21158,MOODY GIRL DOOR HANGER ,B,Low,9.974747474747474,16.610631073403546,1.6652683303969127,8,93,173.0,306.0,Overstocked,98,0,100.44,0.0,313.62,0.97,1.0,11.9,30.7,#FF6B6B,High
21282,NATURAL BARK CANDLE LARGE,B,Low,6.730769230769231,7.992926737313079,1.1875205438293717,8,47,101.0,65.0,Understocked,0,36,0.0,151.62,273.75,0.97,0.672,37.8,9.7,#45B7D1,High
48195,DOOR MAT GREEN PAISLEY ,B,Low,4.636363636363637,16.243931785910693,3.0,8,88,125.0,154.0,Overstocked,4,0,28.45,0.0,1095.4,0.97,0.994,11.0,33.2,#FF6B6B,High
21894,POTTING SHED SEED ENVELOPES,B,Low,9.23015873015873,11.767863152442038,1.2749361626893352,8,68,142.0,103.0,Understocked,0,39,0.0,50.04,132.16,0.97,0.788,32.7,11.2,#45B7D1,High
22802,FAUX FUR CHOCOLATE THROW,B,High,2.1714285714285713,1.4034770746826126,0.6463381264985717,7,8,23.0,23.0,Optimal,0,0,0.0,0.0,447.02,0.9,0.908,34.5,10.6,#4ECDC4,Low
22421,LIPSTICK PEN FUSCHIA,B,Low,20.87878787878788,26.140984520337696,1.2520355430640697,8,153,320.0,514.0,Overstocked,130,0,56.48,0.0,223.3,0.97,1.0,14.8,24.6,#FF6B6B,High
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,B,Low,7.36734693877551,14.88384733745364,2.0202452064687764,8,82,141.0,171.0,Overstocked,2,0,9.64,0.0,824.12,0.97,0.995,15.7,23.2,#FF6B6B,High
22540,MINI JIGSAW CIRCUS PARADE ,B,Low,29.37391304347826,28.930485611404293,0.9849040394646222,10,204,498.0,530.0,Optimal,0,0,0.0,0.0,226.38,0.97,0.985,20.2,18.0,#4ECDC4,Low
21284,RETROSPOT CANDLE  SMALL,B,Medium,17.92105263157895,26.192499261121668,1.4615491511345422,7,121,246.0,269.0,Optimal,0,0,0.0,0.0,388.21,0.95,0.974,24.3,15.0,#4ECDC4,Low
21631,HIPPY CHIC DECORATIVE PARASOL,B,Low,5.15,7.08754776585903,1.376222867157093,10,46,98.0,117.0,Optimal,0,0,0.0,0.0,1285.83,0.97,0.996,16.1,22.7,#4ECDC4,Low
22719,GUMBALL MONOCHROME COAT RACK,B,Low,13.76923076923077,16.168609452390506,1.1742565524082489,8,95,205.0,344.0,Overstocked,98,0,118.44,0.0,415.75,0.97,1.0,14.6,25.0,#FF6B6B,High
23267,SET OF 4 SANTA PLACE SETTINGS,B,Low,17.890625,16.36791013363823,0.9148875533212635,10,118,297.0,546.0,Overstocked,190,0,236.88,0.0,680.71,0.97,1.0,12.0,30.5,#FF6B6B,High
85167B,BLACK GRAND BAROQUE PHOTO FRAME,B,Low,15.25531914893617,27.214500678471726,1.7839351909179513,8,152,274.0,530.0,Overstocked,201,0,722.27,0.0,1904.5,0.97,1.0,10.5,34.7,#FF6B6B,High
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,B,Low,9.047058823529412,13.604013660499978,1.5036946178706088,8,77,149.0,250.0,Overstocked,71,0,172.18,0.0,606.25,0.97,1.0,13.2,27.6,#FF6B6B,High
22479,DAISY GARDEN MARKER,B,Low,9.088709677419354,6.899996579207578,0.7591832970911622,10,53,144.0,140.0,Understocked,0,4,0.0,5.0,174.89,0.97,0.958,23.7,15.4,#45B7D1,High
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,B,Low,13.5,13.36956555086469,0.99033818895294,10,94,229.0,351.0,Overstocked,76,0,172.18,0.0,795.21,0.97,1.0,14.0,26.0,#FF6B6B,High
23005,TRAVEL CARD WALLET I LOVE LONDON,B,Low,33.08910891089109,34.26604704657396,1.03556874676959,8,208,473.0,547.0,Optimal,0,0,0.0,0.0,229.74,0.97,0.995,22.1,16.5,#4ECDC4,Low
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,B,Low,11.150259067357513,11.115080429460145,0.9968450385157099,10,78,190.0,168.0,Understocked,0,22,0.0,14.52,110.85,0.97,0.913,24.2,15.1,#45B7D1,High
23289,DOLLY GIRL CHILDRENS BOWL,B,Low,13.0,9.719598151945073,0.7476613963034672,10,76,206.0,363.0,Overstocked,116,0,145.0,0.0,453.75,0.97,1.0,13.1,27.9,#FF6B6B,High
23554,LANDMARK FRAME OXFORD STREET,B,Low,3.7096774193548385,4.204708062692715,1.133443042986732,10,29,66.0,37.0,Understocked,0,29,0.0,360.81,460.34,0.97,0.497,36.6,10.0,#45B7D1,High
16016,LARGE CHINESE STYLE SCISSOR,B,Medium,17.86021505376344,20.826191389193955,1.166066104271546,7,100,225.0,417.0,Overstocked,147,0,123.92,0.0,351.54,0.95,1.0,15.6,23.3,#FF6B6B,High
22651,GENTLEMAN SHIRT REPAIR KIT ,B,Low,13.558333333333334,12.494567446945672,0.9215415449498958,10,90,226.0,269.0,Optimal,0,0,0.0,0.0,236.52,0.97,0.997,18.4,19.8,#4ECDC4,Low
21662,VINTAGE GLASS COFFEE CADDY,B,Medium,3.4782608695652173,5.9175926535458,1.7013078878944174,7,27,51.0,74.0,Overstocked,13,0,77.07,0.0,438.69,0.95,0.999,17.2,21.3,#FF6B6B,High
22052,VINTAGE CARAVAN GIFT WRAP,B,Medium,31.932692307692307,15.77835830304781,0.49411299714452644,10,133,452.0,673.0,Overstocked,131,0,54.87,0.0,281.88,0.95,1.0,17.3,21.1,#FF6B6B,High
21795,SET OF 3 BLUE STRIPE BASKET,B,Low,1.6515151515151516,1.0151532547040032,0.6146799523895798,12,10,30.0,55.0,Overstocked,19,0,242.25,0.0,701.25,0.97,1.0,11.0,33.3,#FF6B6B,High
23524,WALL ART HORSE & PONY ,B,Low,14.09375,32.06783070507003,2.2753227994728182,8,176,289.0,420.0,Overstocked,73,0,267.92,0.0,1541.47,0.97,0.999,12.2,29.8,#FF6B6B,High
84665,SQUARE CHERRY BLOSSOM CABINET,B,Low,6.571428571428571,5.746025297776635,0.874395154009488,10,42,108.0,153.0,Overstocked,23,0,149.99,0.0,997.78,0.97,1.0,15.7,23.3,#FF6B6B,High
21905,MORE BUTTER METAL SIGN ,B,Low,6.528662420382165,12.045618689368698,1.8450362285179374,8,67,119.0,71.0,Understocked,0,48,0.0,79.42,117.47,0.97,0.701,33.6,10.9,#45B7D1,High
22323,PINK POLKADOT KIDS BAG,B,Low,8.9375,13.33675551320664,1.4922243930860577,8,76,148.0,189.0,Overstocked,11,0,25.17,0.0,432.49,0.97,0.998,17.3,21.1,#FF6B6B,High
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",B,Low,5.325,15.11390512756806,2.8382920427357856,8,82,125.0,91.0,Understocked,0,34,0.0,255.69,684.34,0.97,0.867,21.4,17.1,#45B7D1,High
84795D,SEASIDE STRIPE HAMMOCK,B,Low,3.3773584905660377,2.8231625412642605,0.8359084619385799,10,21,55.0,88.0,Overstocked,22,0,173.65,0.0,694.62,0.97,1.0,14.0,26.1,#FF6B6B,High
85060,WOOD FAN WITH FLOWER DESIGN,B,Low,19.844827586206897,19.078601703275016,0.9613891388270642,10,136,334.0,424.0,Overstocked,23,0,28.34,0.0,522.36,0.97,0.999,17.1,21.4,#FF6B6B,High
84843,WHITE SOAP RACK WITH 2 BOTTLES,B,Low,3.1794871794871793,5.072829558895089,1.5954867161041006,8,29,54.0,82.0,Overstocked,17,0,100.3,0.0,483.8,0.97,1.0,14.2,25.8,#FF6B6B,High
22254,FELT TOADSTOOL LARGE,B,Low,11.489583333333334,9.053053909467199,0.7879357890379429,10,69,184.0,104.0,Understocked,0,80,0.0,100.0,130.0,0.97,0.383,40.3,9.1,#45B7D1,High
40018F,CHERRY DESIGN PAPERLANTERNS,B,Low,10.642857142857142,17.354810312814973,1.630653317982615,8,98,183.0,115.0,Understocked,0,68,0.0,131.84,222.97,0.97,0.717,33.8,10.8,#45B7D1,High
23270,SET OF 2 CERAMIC PAINTED HEARTS ,B,Low,12.723684210526315,14.369967463856023,1.1293873084312904,8,85,187.0,294.0,Overstocked,70,0,101.04,0.0,424.37,0.97,1.0,15.8,23.1,#FF6B6B,High
23391, I LOVE LONDON MINI BACKPACK,B,Low,8.317073170731707,12.404513340696289,1.4914517506409029,8,71,138.0,84.0,Understocked,0,54,0.0,223.31,347.37,0.97,0.679,36.1,10.1,#45B7D1,High
23348,CHILDRENS TOY COOKING UTENSIL SET,B,Low,10.96774193548387,11.319456254587676,1.0320680702712293,8,69,157.0,95.0,Understocked,0,62,0.0,128.16,196.38,0.97,0.579,42.1,8.7,#45B7D1,High
21675,BUTTERFLIES STICKERS,B,Low,11.265734265734265,6.981818489608974,0.6197393196859612,10,59,172.0,89.0,Understocked,0,83,0.0,72.74,78.0,0.97,0.227,46.2,7.9,#45B7D1,High
85180A,RED HEARTS LIGHT CHAIN ,B,Low,11.5,15.638196554889625,1.3598431786860543,8,90,182.0,352.0,Overstocked,134,0,525.75,0.0,1381.06,0.97,1.0,11.9,30.6,#FF6B6B,High
85116,BLACK CANDELABRA T-LIGHT HOLDER,B,Low,28.4375,52.73777210295272,1.8545150629609748,8,293,520.0,835.0,Overstocked,211,0,284.37,0.0,1125.34,0.97,1.0,12.4,29.4,#FF6B6B,High
20766,GARDEN PATH SKETCHBOOK,B,Low,4.605769230769231,10.383349506558794,2.2544224398373998,8,57,94.0,97.0,Optimal,0,0,0.0,0.0,356.4,0.97,0.977,17.3,21.1,#4ECDC4,Low
22682,FRENCH BLUE METAL DOOR SIGN 7,B,Low,9.783783783783784,8.165788282835791,0.8346247692401223,10,61,159.0,150.0,Understocked,0,9,0.0,11.35,189.09,0.97,0.946,23.8,15.3,#45B7D1,High
22700,BLACK AND WHITE DOG BOWL,B,Low,10.973684210526315,20.283309187086495,1.8483591105738293,8,113,201.0,206.0,Optimal,0,0,0.0,0.0,554.89,0.97,0.976,19.4,18.8,#4ECDC4,Low
22025,RING OF ROSES BIRTHDAY CARD,B,Low,19.982035928143713,18.462750860150898,0.9239674538942763,10,133,333.0,553.0,Overstocked,153,0,63.66,0.0,230.11,0.97,1.0,13.2,27.7,#FF6B6B,High
21190,PINK HEARTS PAPER GARLAND,B,Low,12.4,27.665391973429156,2.23107999785719,8,152,251.0,375.0,Overstocked,74,0,121.04,0.0,613.39,0.97,1.0,12.1,30.2,#FF6B6B,High
22706,WRAP COWBOYS  ,B,Low,32.15,13.526162453078504,0.42072044955143095,12,170,556.0,432.0,Understocked,0,124,0.0,52.08,181.44,0.97,0.696,27.2,13.4,#45B7D1,High
21873,IF YOU CAN'T STAND THE HEAT MUG,B,Low,11.169354838709678,19.740067698746998,1.7673418011874569,8,110,199.0,151.0,Understocked,0,48,0.0,59.88,188.38,0.97,0.853,27.0,13.5,#45B7D1,High
23414,ZINC BOX SIGN HOME,B,Low,3.5641025641025643,3.3465997810414883,0.9389740392850219,10,24,60.0,39.0,Understocked,0,21,0.0,208.16,386.59,0.97,0.604,33.4,10.9,#45B7D1,High
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,B,Low,19.905109489051096,18.664957419342407,0.937696797378038,10,134,333.0,496.0,Overstocked,96,0,65.2,0.0,336.85,0.97,1.0,14.6,24.9,#FF6B6B,High
84459A,PINK METAL CHICKEN HEART ,B,Low,10.52808988764045,15.428787944824887,1.465487862422001,8,88,172.0,283.0,Overstocked,77,0,114.21,0.0,419.76,0.97,1.0,13.6,26.9,#FF6B6B,High
21397,BLUE  SPOTTY EGG CUP ,B,Medium,19.076923076923077,28.19859364863227,1.47815208642024,7,130,264.0,237.0,Understocked,0,27,0.0,27.88,244.74,0.95,0.904,29.4,12.4,#45B7D1,High
20768,GREEN FERN JOURNAL ,B,Low,6.98,18.468635711673592,2.645936348377305,8,100,156.0,83.0,Understocked,0,73,0.0,182.31,207.29,0.97,0.694,30.7,11.9,#45B7D1,High
22681,FRENCH BLUE METAL DOOR SIGN 6,B,Low,9.944444444444445,7.835735695777456,0.7879510755530402,10,60,159.0,99.0,Understocked,0,60,0.0,75.64,124.8,0.97,0.494,36.7,10.0,#45B7D1,High
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,B,High,4.845070422535211,9.564290560388741,1.9740250865918625,7,35,69.0,135.0,Overstocked,52,0,254.7,0.0,661.23,0.9,1.0,13.1,27.9,#FF6B6B,High
21581,SKULLS  DESIGN  COTTON TOTE BAG,B,Low,7.841121495327103,15.305165938034126,1.9519103162927907,8,85,148.0,140.0,Understocked,0,8,0.0,17.35,303.62,0.97,0.957,20.4,17.9,#45B7D1,High
21541,DINOSAURS WATER TRANSFER TATTOOS ,B,Low,14.381818181818181,12.457621239189923,0.8662062808539137,10,92,236.0,390.0,Overstocked,107,0,90.69,0.0,330.55,0.97,1.0,13.5,27.1,#FF6B6B,High
85141,JARDIN ETCHED GLASS FRUITBOWL,B,Low,3.3157894736842106,4.255911412951075,1.2835288388265147,8,25,52.0,75.0,Overstocked,13,0,112.97,0.0,651.78,0.97,1.0,16.1,22.6,#FF6B6B,High
22161,HEART DECORATION RUSTIC HANGING ,B,Medium,29.596026490066226,27.088787054904476,0.9152845928150762,8,148,385.0,413.0,Optimal,0,0,0.0,0.0,163.59,0.95,0.975,26.2,14.0,#4ECDC4,Low
22324,BLUE POLKADOT KIDS BAG,B,Low,9.081967213114755,13.752933119844181,1.5143121305243592,8,78,151.0,122.0,Understocked,0,29,0.0,65.39,275.1,0.97,0.883,27.2,13.4,#45B7D1,High
22317,FIVE CATS HANGING DECORATION,B,Medium,5.1477272727272725,3.292414733191978,0.6395860850350863,8,20,61.0,42.0,Understocked,0,19,0.0,57.02,126.04,0.95,0.526,44.7,8.2,#45B7D1,High
22343,PARTY PIZZA DISH RED RETROSPOT,B,Medium,17.855855855855857,17.33144637873693,0.9706309525932387,8,93,236.0,336.0,Overstocked,53,0,40.02,0.0,253.73,0.95,1.0,19.4,18.8,#FF6B6B,High
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,B,Low,3.7176470588235295,4.028504876578437,1.0836168180669847,8,24,54.0,90.0,Overstocked,25,0,106.19,0.0,382.27,0.97,1.0,15.1,24.2,#FF6B6B,High
84854,GIRLY PINK TOOL SET,B,Low,6.217391304347826,7.615519369399599,1.2248737447286069,8,45,95.0,139.0,Overstocked,25,0,122.04,0.0,678.53,0.97,1.0,16.3,22.4,#FF6B6B,High
47585A,PINK FAIRY CAKE CUSHION COVER,B,Low,7.602739726027397,10.532673668725911,1.3853786987693542,8,61,122.0,158.0,Overstocked,12,0,39.79,0.0,523.96,0.97,0.999,17.6,20.8,#FF6B6B,High
79160,HEART SHAPE WIRELESS DOORBELL,B,Low,5.8474576271186445,10.64149844747397,1.8198504591332294,8,59,106.0,60.0,Understocked,0,46,0.0,95.75,124.89,0.97,0.663,35.6,10.3,#45B7D1,High
23034,DRAWER KNOB CERAMIC BLACK,B,Low,15.258064516129032,18.578972323191977,1.2176493488772755,8,109,231.0,451.0,Overstocked,174,0,251.18,0.0,651.04,0.97,1.0,12.3,29.6,#FF6B6B,High
23104,IVORY CAFE HANGING LAMP ,B,Low,3.081081081081081,4.480689297036403,1.4542588069328677,10,29,60.0,102.0,Overstocked,30,0,369.04,0.0,1254.74,0.97,1.0,11.0,33.1,#FF6B6B,High
21576,LETS GO SHOPPING COTTON TOTE BAG,B,Low,4.991666666666666,4.114936582893166,0.824361251998631,10,31,81.0,76.0,Understocked,0,5,0.0,11.32,171.99,0.97,0.944,24.0,15.2,#45B7D1,High
21286,RETRO SPOT CANDLE  LARGE,B,Medium,17.25,22.87756496490403,1.326235650139364,7,107,228.0,449.0,Overstocked,175,0,377.98,0.0,969.78,0.95,1.0,14.0,26.0,#FF6B6B,High
23546,WRAP PAISLEY PARK ,B,Low,40.38461538461539,25.55576066363322,0.6328093116709178,10,215,619.0,868.0,Overstocked,125,0,52.5,0.0,364.56,0.97,1.0,17.0,21.5,#FF6B6B,High
20984,12 PENCILS TALL TUBE POSY,B,Low,27.12142857142857,29.870576426878635,1.1013644192159624,8,179,396.0,544.0,Overstocked,69,0,36.0,0.0,283.81,0.97,1.0,18.2,20.1,#FF6B6B,High
21542,WOODLAND WATER TRANSFER TATTOOS ,B,Low,15.077669902912621,12.16043836315473,0.8065197368995088,10,92,243.0,394.0,Overstocked,102,0,86.63,0.0,334.64,0.97,1.0,14.0,26.1,#FF6B6B,High
85176,SEWING SUSAN 21 NEEDLE SET,B,Low,10.391891891891891,10.805412561030856,1.039792626159016,8,65,148.0,254.0,Overstocked,76,0,67.0,0.0,223.93,0.97,1.0,14.9,24.4,#FF6B6B,High
85172,HYACINTH BULB T-LIGHT CANDLES,B,Low,26.82051282051282,22.527996139905024,0.8399539669754263,10,168,436.0,647.0,Overstocked,124,0,51.95,0.0,271.08,0.97,1.0,15.1,24.1,#FF6B6B,High
22683,FRENCH BLUE METAL DOOR SIGN 8,B,Low,9.025862068965518,8.168296301418438,0.9049879378839912,10,59,149.0,103.0,Understocked,0,46,0.0,58.2,130.31,0.97,0.657,32.0,11.4,#45B7D1,High
84510B,SET OF 4 FAIRY CAKES COASTERS ,B,Low,16.818181818181817,25.059872361949548,1.490046464764568,8,143,278.0,280.0,Optimal,0,0,0.0,0.0,346.37,0.97,0.972,21.9,16.6,#4ECDC4,Low
23285,PINK VINTAGE SPOT BEAKER,B,Medium,20.2875,30.483942131031892,1.5025972707840733,7,141,283.0,535.0,Overstocked,195,0,165.01,0.0,452.72,0.95,1.0,13.8,26.4,#FF6B6B,High
21445,12 PINK ROSE PEG PLACE SETTINGS,B,Low,11.24731182795699,14.463338896776593,1.2859373971321444,8,84,174.0,146.0,Understocked,0,28,0.0,34.89,181.9,0.97,0.895,28.1,13.0,#45B7D1,High
21157,RED SPOTTY WASHBAG,B,Low,6.67741935483871,5.411664716795805,0.8104425421288404,10,41,108.0,114.0,Optimal,0,0,0.0,0.0,238.9,0.97,0.985,21.4,17.1,#4ECDC4,Low
79164,BLACK WINE GLASS,B,Low,18.0,21.16938490232669,1.1760769390181496,8,125,269.0,309.0,Optimal,0,0,0.0,0.0,440.79,0.97,0.993,21.3,17.2,#4ECDC4,Low
35809A,ENAMEL PINK TEA CONTAINER,B,Low,11.406593406593407,14.081491415627838,1.2345045460714192,8,82,173.0,201.0,Optimal,0,0,0.0,0.0,337.03,0.97,0.994,20.7,17.6,#4ECDC4,Low
21395,BLUE POLKADOT BEAKER ,B,Low,33.333333333333336,34.31896217339089,1.0295688652017265,8,208,475.0,674.0,Overstocked,104,0,83.05,0.0,538.24,0.97,1.0,18.1,20.2,#FF6B6B,High
23334,IVORY WICKER HEART SMALL,B,Low,34.61666666666667,29.840872701980743,0.862037728511721,10,220,566.0,1084.0,Overstocked,405,0,254.07,0.0,680.03,0.97,1.0,11.7,31.3,#FF6B6B,High
22539,MINI JIGSAW DOLLY GIRL,B,Low,24.291338582677167,21.298375463878106,0.8767888764708328,10,156,399.0,344.0,Understocked,0,55,0.0,23.28,145.59,0.97,0.888,25.8,14.2,#45B7D1,High
21358,TOAST ITS - HAPPY BIRTHDAY,B,Low,7.834586466165414,7.260499660499853,0.9267240449582346,10,52,130.0,89.0,Understocked,0,41,0.0,51.07,110.85,0.97,0.649,32.1,11.4,#45B7D1,High
23470,CARD HOLDER LOVE BIRD LARGE ,B,Low,5.657894736842105,6.535873215670795,1.1551775916069311,8,39,84.0,67.0,Understocked,0,17,0.0,105.54,415.97,0.97,0.855,30.8,11.8,#45B7D1,High
21011,GLITTER SNOW PEAR TREE DECORATION,B,Medium,26.91044776119403,26.48769373677976,0.984290338527035,8,142,357.0,653.0,Overstocked,225,0,257.46,0.0,747.22,0.95,1.0,15.0,24.3,#FF6B6B,High
22068,BLACK PIRATE TREASURE CHEST,B,Low,5.661870503597123,7.286630557511467,1.2869652445922413,8,42,87.0,128.0,Overstocked,24,0,39.5,0.0,210.65,0.97,1.0,16.1,22.6,#FF6B6B,High
35241,ENAMEL BLUE RIM BISCUIT BIN,B,Low,3.25,3.8927643722464538,1.197773652998909,8,23,49.0,46.0,Understocked,0,3,0.0,14.61,224.06,0.97,0.95,25.8,14.2,#45B7D1,High
21837,CROSS STITCH ALPHABET CUSHION COVER,B,Low,3.9454545454545453,2.844215584227449,0.7208841342511967,10,23,62.0,107.0,Overstocked,33,0,196.35,0.0,636.65,0.97,1.0,13.5,27.1,#FF6B6B,High
23374,RED SPOT PAPER GIFT BAG,B,Low,25.370967741935484,18.08290005662694,0.7127398623718184,10,144,398.0,713.0,Overstocked,235,0,192.7,0.0,584.66,0.97,1.0,13.0,28.1,#FF6B6B,High
23249,VINTAGE RED ENAMEL TRIM PLATE,B,Medium,15.666666666666666,17.894878224415685,1.1422262696435543,7,86,196.0,347.0,Overstocked,112,0,184.25,0.0,570.85,0.95,1.0,16.5,22.1,#FF6B6B,High
21051,RIBBONS PURSE ,B,Low,8.384615384615385,10.794696592562229,1.2874408780120088,8,63,130.0,244.0,Overstocked,88,0,182.72,0.0,506.63,0.97,1.0,12.5,29.1,#FF6B6B,High
21198,WHITE HEART CONFETTI IN TUBE,B,Low,15.72,17.995915452484567,1.1447783366720463,8,107,233.0,205.0,Understocked,0,28,0.0,41.53,304.08,0.97,0.919,28.0,13.0,#45B7D1,High
22685,FRENCH BLUE METAL DOOR SIGN 0,B,Low,9.8,8.751263645018094,0.892986086226336,10,64,162.0,264.0,Overstocked,70,0,87.46,0.0,329.85,0.97,1.0,13.5,26.9,#FF6B6B,High
21807,WHITE CHRISTMAS STAR DECORATION,B,High,35.58139534883721,33.603734076921405,0.9444186701356996,7,149,398.0,474.0,Optimal,0,0,0.0,0.0,199.08,0.9,0.974,27.4,13.3,#4ECDC4,Low
21661,VINTAGE GLASS TEA CADDY,B,Medium,3.3333333333333335,2.9421778084286916,0.8826533425286074,8,16,43.0,76.0,Overstocked,24,0,142.16,0.0,450.18,0.95,1.0,16.0,22.8,#FF6B6B,High
21948,SET OF 6 CAKE CHOPSTICKS,B,Low,10.156862745098039,15.7239459802206,1.548110511566121,8,89,170.0,271.0,Overstocked,67,0,87.74,0.0,354.89,0.97,1.0,13.7,26.7,#FF6B6B,High
22982,PANTRY PASTRY BRUSH,B,Low,10.178217821782178,11.504256637961413,1.1302820237685824,8,68,149.0,248.0,Overstocked,69,0,91.14,0.0,327.59,0.97,1.0,15.0,24.4,#FF6B6B,High
35810A,ENAMEL PINK COFFEE CONTAINER,B,Low,12.561797752808989,11.596389579382587,0.9231472920975404,10,84,210.0,312.0,Overstocked,60,0,86.05,0.0,447.44,0.97,1.0,14.7,24.8,#FF6B6B,High
21644,ASSORTED TUTTI FRUTTI HEART BOX,B,Low,9.951456310679612,8.610730470228162,0.8652734033497568,10,63,163.0,125.0,Understocked,0,38,0.0,47.5,156.25,0.97,0.775,29.1,12.6,#45B7D1,High
21421,PORCELAIN ROSE LARGE ,B,Low,14.25,11.706203964889971,0.8214879975361383,10,88,230.0,303.0,Overstocked,27,0,33.61,0.0,377.15,0.97,1.0,17.2,21.3,#FF6B6B,High
22533,MAGIC DRAWING SLATE BAKE A CAKE ,B,Low,21.243055555555557,25.66656733398876,1.2082333102629554,8,151,321.0,635.0,Overstocked,250,0,104.79,0.0,266.17,0.97,1.0,12.2,29.9,#FF6B6B,High
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,B,High,33.659574468085104,28.615347505463998,0.8501399069259216,7,133,369.0,703.0,Overstocked,260,0,214.25,0.0,579.3,0.9,1.0,17.5,20.9,#FF6B6B,High
72799F,IVORY PILLAR CANDLE GOLD FLOCK,B,Low,9.9,14.598235324047604,1.4745692246512732,8,83,162.0,91.0,Understocked,0,71,0.0,197.24,252.8,0.97,0.605,39.7,9.2,#45B7D1,High
21822,GLITTER CHRISTMAS TREE WITH BELLS,B,High,14.088235294117647,14.090046549415863,1.0001285650942366,7,61,160.0,120.0,Understocked,0,40,0.0,58.68,176.03,0.9,0.673,42.9,8.5,#45B7D1,High
