StockCode,Description,ABC_Class,ObsolescenceRisk,ObsolescenceType,DemandStability,DemandCV,AvgDailyDemand,DemandStd,DaysWithSales,AvgUnitPrice,TotalRevenue,LeadTimeDays,LeadTimeStd,SafetyStock,ReorderPoint,CurrentStock,StockStatus,StatusReason,ExcessStock,DeficitStock,ExcessValue,DeficitValue,InventoryValue,DailyHoldingCost,ExcessHoldingCost,ServiceLevelTarget,ServiceLevelAchievable,StockoutRisk,ServiceLevelGap,AnnualTurns,DaysOnHand,YearMonth,AnalysisDate,IsOverstocked,IsUnderstocked,IsOptimal,InventoryValueSafe,ExcessValuePct,StockoutRiskPct,ServiceLevelGapPct,ServiceLevelTargetPct,ServiceLevelAchievablePct,StatusColor,ABC_Color,ActionPriority,RiskScore,Category,Recommendation,ImpactValue
22129,PARTY CONES CANDY TREE DECORATION,B,Medium,Seasonal,Volatile,1.1437646866471782,26.011363636363637,29.75087917881126,88,0.87625,1859.4199999999998,7,1.4,143,325.0,198.0,Understocked,Understocked by 127 units,0,127,0.0,111.28,173.5,0.12,0.0,0.95,0.573,0.427,0.377,48.0,7.6,2026-02,2026-02-10,0,1,0,173.5,0.0,42.699999999999996,37.7,95.0,57.3,#45B7D1,#C0C0C0,High,85,B-Understocked,Increase by 127 units to 325,111.28
22521,CHILDS GARDEN TROWEL PINK,B,Low,Stable,Volatile,1.1283021798745854,12.695402298850574,14.324250088177926,174,0.8491283524904215,1857.37,8,1.6,85,187.0,263.0,Overstocked,Overstocked: Stock 263.0 > tolerance 224,39,0,33.12,0.0,223.32,0.15,0.02,0.97,1.0,0.0,-0.03,17.6,20.7,2026-02,2026-02-10,1,0,0,223.32,0.14830736163353037,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 39 units to 187,33.12
23075,PARLOUR CERAMIC WALL HOOK,B,Low,Stable,Volatile,1.0810298808301364,7.290322580645161,7.881056550568092,62,4.143548387096775,1856.6000000000001,8,1.6,47,105.0,158.0,Overstocked,Overstocked: Stock 158.0 > tolerance 126,32,0,132.59,0.0,654.68,0.45,0.09,0.97,1.0,0.0,-0.03,16.8,21.7,2026-02,2026-02-10,1,0,0,654.68,0.2025264251237246,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 32 units to 105,132.59
21408,SPOTTY PINK DUCK DOORSTOP,B,Low,Stable,Volatile,2.5032519503777655,4.368421052631579,10.93525852007129,114,4.287280701754386,1856.26,8,1.6,60,95.0,136.0,Overstocked,Overstocked: Stock 136.0 > tolerance 114,22,0,94.32,0.0,583.07,0.4,0.06,0.97,0.999,0.001,-0.029,11.7,31.1,2026-02,2026-02-10,1,0,0,583.07,0.16176445366765566,0.1,-2.9000000000000004,97.0,99.9,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 22 units to 95,94.32
23251,VINTAGE RED ENAMEL TRIM MUG ,B,Medium,Fashion,Volatile,1.2836941058269276,20.626666666666665,26.478330422856757,75,1.2427666666666666,1853.1100000000001,7,1.4,125,269.0,322.0,Optimal,Within B-item guidelines,0,0,0.0,0.0,400.17,0.27,0.0,0.95,0.99,0.01,-0.04,23.4,15.6,2026-02,2026-02-10,0,0,1,400.17,0.0,1.0,-4.0,95.0,99.0,#4ECDC4,#C0C0C0,Low,55,B-Optimal,Maintain current levels,0.0
23437, 50'S CHRISTMAS GIFT BAG LARGE,B,High,Seasonal,Moderate,0.6189156769871804,26.410714285714285,16.346005111857853,56,1.25,1848.75,7,2.1,90,275.0,294.0,Optimal,Within B-item guidelines,0,0,0.0,0.0,367.5,0.25,0.0,0.9,0.94,0.06,-0.04,32.8,11.1,2026-02,2026-02-10,0,0,1,367.5,0.0,6.0,-4.0,90.0,94.0,#4ECDC4,#C0C0C0,Low,55,B-Optimal,Maintain current levels,0.0
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,B,Low,Stable,Volatile,1.140700239727166,4.253731343283582,4.852232363018541,134,3.2696268656716416,1846.88,8,1.6,29,63.0,113.0,Overstocked,Overstocked: Stock 113.0 > tolerance 76,37,0,120.98,0.0,369.47,0.25,0.08,0.97,1.0,0.0,-0.03,13.7,26.6,2026-02,2026-02-10,1,0,0,369.47,0.3274420115300295,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 37 units to 63,120.98
21504,SKULLS GREETING CARD,B,Low,Stable,Moderate,0.9798191688701835,23.515463917525775,23.040902311266894,194,0.41568829593693146,1845.48,10,2.0,163,398.0,509.0,Overstocked,Overstocked: Stock 509.0 > tolerance 478,31,0,12.89,0.0,211.59,0.14,0.01,0.97,0.999,0.001,-0.029,16.9,21.6,2026-02,2026-02-10,1,0,0,211.59,0.060919703199584105,0.1,-2.9000000000000004,97.0,99.9,#FF6B6B,#C0C0C0,High,50,B-Overstocked,Reduce by 31 units to 398,12.89
82567,"AIRLINE LOUNGE,METAL SIGN",B,Low,Stable,Volatile,1.053884911966848,3.9424778761061945,4.154917949391423,226,2.078561946902655,1843.5100000000002,8,1.6,25,57.0,69.0,Overstocked,Overstocked: Stock 69.0 > tolerance 68,1,0,2.08,0.0,143.42,0.1,0.0,0.97,0.998,0.002,-0.028,20.9,17.5,2026-02,2026-02-10,1,0,0,143.42,0.014502858736577884,0.2,-2.8000000000000003,97.0,99.8,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 1 units to 57,2.08
20770,ABSTRACT CIRCLE JOURNAL ,B,Low,Stable,Volatile,1.8981219290897584,8.970297029702971,17.026717502527934,101,2.4475247524752475,1841.4,8,1.6,95,167.0,90.0,Understocked,Understocked by 77 units,0,77,0.0,188.46,220.28,0.15,0.0,0.97,0.642,0.358,0.328,36.4,10.0,2026-02,2026-02-10,0,1,0,220.28,0.0,35.8,32.800000000000004,97.0,64.2,#45B7D1,#C0C0C0,High,70,B-Understocked,Increase by 77 units to 167,188.46
22520,CHILDS GARDEN TROWEL BLUE ,B,Low,Stable,Volatile,1.1534938066929574,11.880434782608695,13.704007942558723,184,0.8490932971014493,1840.9399999999998,8,1.6,81,176.0,178.0,Optimal,Within B-item guidelines,0,0,0.0,0.0,151.14,0.1,0.0,0.97,0.973,0.027,-0.003,24.4,15.0,2026-02,2026-02-10,0,0,1,151.14,0.0,2.7,-0.3,97.0,97.3,#4ECDC4,#C0C0C0,Low,40,B-Optimal,Maintain current levels,0.0
21620,SET OF 4 ROSE BOTANICAL CANDLES,B,Low,Stable,Volatile,1.1712425465668712,7.793103448275862,9.127614328417685,116,2.783045977011494,1839.5,8,1.6,54,116.0,124.0,Optimal,Within B-item guidelines,0,0,0.0,0.0,345.1,0.24,0.0,0.97,0.984,0.016,-0.014,22.9,15.9,2026-02,2026-02-10,0,0,1,345.1,0.0,1.6,-1.4000000000000001,97.0,98.4,#4ECDC4,#C0C0C0,Low,40,B-Optimal,Maintain current levels,0.0
22152,PLACE SETTING WHITE STAR,B,Low,Stable,Moderate,0.8742538439868759,27.955128205128204,24.439878292479268,156,0.42775641025641026,1837.67,10,2.0,179,459.0,504.0,Optimal,Within B-item guidelines,0,0,0.0,0.0,215.59,0.15,0.0,0.97,0.991,0.009,-0.021,20.2,18.0,2026-02,2026-02-10,0,0,1,215.59,0.0,0.8999999999999999,-2.1,97.0,99.1,#4ECDC4,#C0C0C0,Low,30,B-Optimal,Maintain current levels,0.0
51014L,"FEATHER PEN,LIGHT PINK",B,Low,Stable,Moderate,0.8793859659394125,22.398496240601503,19.696923252131654,133,0.6586842105263159,1837.5099999999998,10,2.0,144,368.0,504.0,Overstocked,Overstocked: Stock 504.0 > tolerance 442,62,0,40.84,0.0,331.98,0.23,0.03,0.97,1.0,0.0,-0.03,16.2,22.5,2026-02,2026-02-10,1,0,0,331.98,0.12301945900355443,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,50,B-Overstocked,Reduce by 62 units to 368,40.84
23094,LE GRAND TRAY CHIC SET,B,Low,Stable,Moderate,0.9075065492503026,2.3333333333333335,2.1175152815840397,63,12.5,1837.5,12,2.4,17,45.0,59.0,Overstocked,Overstocked: Stock 59.0 > tolerance 54,5,0,62.5,0.0,737.5,0.51,0.04,0.97,1.0,0.0,-0.03,14.4,25.3,2026-02,2026-02-10,1,0,0,737.5,0.0847457627118644,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,50,B-Overstocked,Reduce by 5 units to 45,62.5
23212,HEART WREATH DECORATION WITH BELL,B,Medium,Seasonal,Moderate,0.8274475139613681,19.03846153846154,15.753327669649124,78,1.2439423076923077,1836.09,8,1.6,89,241.0,340.0,Overstocked,Overstocked: Stock 340.0 > tolerance 289,51,0,63.44,0.0,422.94,0.29,0.04,0.95,1.0,0.0,-0.05,20.4,17.9,2026-02,2026-02-10,1,0,0,422.94,0.14999763559843005,0.0,-5.0,95.0,100.0,#FF6B6B,#C0C0C0,High,65,B-Overstocked,Reduce by 51 units to 241,63.44
21324,HANGING MEDINA LANTERN SMALL,B,Low,Stable,Volatile,1.6843540556717014,6.42,10.813553037412323,100,2.938,1833.9,8,1.6,61,112.0,185.0,Overstocked,Overstocked: Stock 185.0 > tolerance 134,51,0,149.84,0.0,543.53,0.37,0.1,0.97,1.0,0.0,-0.03,12.7,28.8,2026-02,2026-02-10,1,0,0,543.53,0.275679355325373,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 51 units to 112,149.84
22321,BIRD DECORATION RED SPOT,B,Medium,Seasonal,Moderate,0.735685693830893,16.689922480620154,12.278537200138857,129,0.8497480620155038,1828.4899999999998,8,1.6,72,206.0,354.0,Overstocked,Overstocked: Stock 354.0 > tolerance 247,107,0,90.92,0.0,300.81,0.21,0.06,0.95,1.0,0.0,-0.05,17.2,21.2,2026-02,2026-02-10,1,0,0,300.81,0.30225059007346833,0.0,-5.0,95.0,100.0,#FF6B6B,#C0C0C0,High,65,B-Overstocked,Reduce by 107 units to 206,90.92
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,B,Low,Stable,Volatile,2.0147272395779448,6.844036697247707,13.788867162616025,109,3.4298165137614682,1828.0,8,1.6,76,131.0,207.0,Overstocked,Overstocked: Stock 207.0 > tolerance 157,50,0,171.49,0.0,709.97,0.49,0.12,0.97,1.0,0.0,-0.03,12.1,30.2,2026-02,2026-02-10,1,0,0,709.97,0.24154541741200333,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 50 units to 131,171.49
22095,LADS ONLY TISSUE BOX,B,Low,Stable,Volatile,1.9785678608552577,15.02962962962963,29.737142145743096,135,0.9082222222222223,1827.81,8,1.6,165,285.0,551.0,Overstocked,Overstocked: Stock 551.0 > tolerance 342,209,0,189.82,0.0,500.43,0.34,0.13,0.97,1.0,0.0,-0.03,10.0,36.7,2026-02,2026-02-10,1,0,0,500.43,0.37931379014047917,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 209 units to 285,189.82
21203,BUTTERFLIES  HONEYCOMB GARLAND,B,Low,Stable,Volatile,1.255048230260798,14.308641975308642,17.95803578854648,81,1.6343621399176953,1825.9499999999998,8,1.6,105,219.0,115.0,Understocked,Understocked by 104 units,0,104,0.0,169.97,187.95,0.13,0.0,0.97,0.504,0.496,0.466,45.4,8.0,2026-02,2026-02-10,0,1,0,187.95,0.0,49.6,46.6,97.0,50.4,#45B7D1,#C0C0C0,High,70,B-Understocked,Increase by 104 units to 219,169.97
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,B,Low,Stable,Volatile,1.469889446416548,10.657342657342657,15.66511549887286,143,1.2672459207459208,1825.54,8,1.6,89,174.0,138.0,Understocked,Understocked by 36 units,0,36,0.0,45.62,174.88,0.12,0.0,0.97,0.867,0.133,0.103,28.2,12.9,2026-02,2026-02-10,0,1,0,174.88,0.0,13.3,10.299999999999999,97.0,86.7,#45B7D1,#C0C0C0,High,70,B-Understocked,Increase by 36 units to 174,45.62
23235,STORAGE TIN VINTAGE LEAF,B,Medium,Fashion,Volatile,1.8271375895135784,11.2,20.463941002552076,60,2.8413333333333335,1821.6000000000001,7,1.4,93,171.0,87.0,Understocked,Understocked by 84 units,0,84,0.0,238.67,247.2,0.17,0.0,0.95,0.561,0.439,0.389,47.0,7.8,2026-02,2026-02-10,0,1,0,247.2,0.0,43.9,38.9,95.0,56.10000000000001,#45B7D1,#C0C0C0,High,85,B-Understocked,Increase by 84 units to 171,238.67
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,B,High,Seasonal,Volatile,1.1036740556275006,26.155172413793103,28.86678521356756,58,1.2433620689655172,1820.65,7,2.1,121,304.0,447.0,Overstocked,Overstocked: Stock 447.0 > tolerance 365,82,0,101.96,0.0,555.78,0.38,0.07,0.9,0.997,0.003,-0.097,21.4,17.1,2026-02,2026-02-10,1,0,0,555.78,0.18345388463060924,0.3,-9.700000000000001,90.0,99.7,#FF6B6B,#C0C0C0,High,85,B-Overstocked,Reduce by 82 units to 304,101.96
21389,IVORY HANGING DECORATION  BIRD,B,Medium,Seasonal,Moderate,0.8092603441364095,14.585034013605442,11.803089645091578,147,0.8495578231292517,1819.28,8,1.6,67,184.0,340.0,Overstocked,Overstocked: Stock 340.0 > tolerance 221,119,0,101.1,0.0,288.85,0.2,0.07,0.95,1.0,0.0,-0.05,15.7,23.3,2026-02,2026-02-10,1,0,0,288.85,0.35000865501125145,0.0,-5.0,95.0,100.0,#FF6B6B,#C0C0C0,High,65,B-Overstocked,Reduce by 119 units to 184,101.1
22710,WRAP I LOVE LONDON ,B,Low,Stable,Moderate,0.5196516802484243,33.8203125,17.57478221715179,128,0.42,1818.18,10,2.0,165,503.0,435.0,Understocked,Understocked by 68 units,0,68,0.0,28.56,182.7,0.13,0.0,0.97,0.866,0.134,0.104,28.4,12.9,2026-02,2026-02-10,0,1,0,182.7,0.0,13.4,10.4,97.0,86.6,#45B7D1,#C0C0C0,High,60,B-Understocked,Increase by 68 units to 503,28.56
79323G,GOLD  CHERRY LIGHTS,B,Low,Stable,Volatile,1.2298013776913037,8.333333333333334,10.248344814094198,36,6.560416666666667,1817.0,8,1.6,60,127.0,240.0,Overstocked,Overstocked: Stock 240.0 > tolerance 152,88,0,577.32,0.0,1574.5,1.08,0.4,0.97,1.0,0.0,-0.03,12.7,28.8,2026-02,2026-02-10,1,0,0,1574.5,0.36666878374087014,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 88 units to 127,577.32
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,B,Low,Stable,Volatile,1.2611759555274284,18.16393442622951,22.907917356137556,61,1.6988524590163934,1815.6799999999998,8,1.6,134,279.0,165.0,Understocked,Understocked by 114 units,0,114,0.0,193.67,280.31,0.19,0.0,0.97,0.609,0.391,0.361,40.2,9.1,2026-02,2026-02-10,0,1,0,280.31,0.0,39.1,36.1,97.0,60.9,#45B7D1,#C0C0C0,High,70,B-Understocked,Increase by 114 units to 279,193.67
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,B,Medium,Fashion,Moderate,0.8532922054552466,16.94736842105263,14.4610573766626,57,1.9263157894736842,1815.3,8,1.6,81,217.0,413.0,Overstocked,Overstocked: Stock 413.0 > tolerance 260,153,0,294.73,0.0,795.57,0.54,0.2,0.95,1.0,0.0,-0.05,15.0,24.4,2026-02,2026-02-10,1,0,0,795.57,0.37046394409040057,0.0,-5.0,95.0,100.0,#FF6B6B,#C0C0C0,High,65,B-Overstocked,Reduce by 153 units to 217,294.73
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,B,Low,Stable,Volatile,1.1363146512157005,5.032258064516129,5.718228567408041,124,2.938709677419355,1814.4000000000003,8,1.6,34,74.0,76.0,Optimal,Within B-item guidelines,0,0,0.0,0.0,223.34,0.15,0.0,0.97,0.976,0.024,-0.006,24.2,15.1,2026-02,2026-02-10,0,0,1,223.34,0.0,2.4,-0.6,97.0,97.6,#4ECDC4,#C0C0C0,Low,40,B-Optimal,Maintain current levels,0.0
22831,WHITE BROCANTE SOAP DISH,B,Low,Stable,Moderate,0.6226821243070491,6.5,4.0474338079958185,94,2.95,1802.4500000000003,10,2.0,34,99.0,65.0,Understocked,Understocked by 34 units,0,34,0.0,100.3,191.75,0.13,0.0,0.97,0.5,0.5,0.47,36.5,10.0,2026-02,2026-02-10,0,1,0,191.75,0.0,50.0,47.0,97.0,50.0,#45B7D1,#C0C0C0,High,60,B-Understocked,Increase by 34 units to 99,100.3
21841,BABY MOUSE RED GINGHAM DRESS,B,Low,Stable,Volatile,1.1830166680867817,4.2254901960784315,4.998825332798068,102,4.232843137254902,1802.25,8,1.6,29,63.0,77.0,Overstocked,Overstocked: Stock 77.0 > tolerance 76,1,0,4.23,0.0,325.93,0.22,0.0,0.97,0.997,0.003,-0.027,20.0,18.2,2026-02,2026-02-10,1,0,0,325.93,0.012978246862823306,0.3,-2.7,97.0,99.7,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 1 units to 63,4.23
21364,PEACE SMALL WOOD LETTERS,B,Low,Stable,Moderate,0.8341182098503,2.592233009708738,2.162228757573108,103,6.75,1802.25,10,2.0,16,42.0,37.0,Understocked,Understocked by 5 units,0,5,0.0,33.75,249.75,0.17,0.0,0.97,0.902,0.098,0.068,25.6,14.3,2026-02,2026-02-10,0,1,0,249.75,0.0,9.8,6.800000000000001,97.0,90.2,#45B7D1,#C0C0C0,High,60,B-Understocked,Increase by 5 units to 42,33.75
47591C,BLUE FAIRY CAKE CHILD'S APRON,B,Low,Stable,Volatile,1.4800193141555544,9.851485148514852,14.580388292918581,101,1.9304455445544555,1800.45,8,1.6,83,162.0,150.0,Understocked,Understocked by 12 units,0,12,0.0,23.17,289.57,0.2,0.0,0.97,0.947,0.053,0.023,24.0,15.2,2026-02,2026-02-10,0,1,0,289.57,0.0,5.3,2.3,97.0,94.69999999999999,#45B7D1,#C0C0C0,High,70,B-Understocked,Increase by 12 units to 162,23.17
85015,SET OF 12  VINTAGE POSTCARD SET,B,Medium,Fashion,Moderate,0.8774790521029494,17.347826086956523,15.222353990829427,115,1.4497391304347826,1798.17,8,1.6,84,223.0,214.0,Understocked,Understocked by 9 units,0,9,0.0,13.05,310.24,0.21,0.0,0.95,0.929,0.071,0.021,29.6,12.3,2026-02,2026-02-10,0,1,0,310.24,0.0,7.1,2.1,95.0,92.9,#45B7D1,#C0C0C0,High,75,B-Understocked,Increase by 9 units to 223,13.05
21360,JOY LARGE WOOD LETTERS,B,Low,Stable,Volatile,1.6463202955446439,3.324675324675325,5.473480463109466,77,9.30064935064935,1797.2,8,1.6,31,58.0,99.0,Overstocked,Overstocked: Stock 99.0 > tolerance 70,29,0,269.72,0.0,920.76,0.63,0.18,0.97,1.0,0.0,-0.03,12.3,29.8,2026-02,2026-02-10,1,0,0,920.76,0.29293192580042576,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 29 units to 58,269.72
15039,SANDALWOOD FAN,B,Low,Stable,Volatile,1.24203802702332,16.050359712230215,19.935157109992996,139,0.8419424460431655,1797.15,8,1.6,117,245.0,321.0,Overstocked,Overstocked: Stock 321.0 > tolerance 294,27,0,22.73,0.0,270.26,0.19,0.02,0.97,0.999,0.001,-0.029,18.3,20.0,2026-02,2026-02-10,1,0,0,270.26,0.08410419595944646,0.1,-2.9000000000000004,97.0,99.9,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 27 units to 245,22.73
85206B,PINK FELT EASTER EGG BASKET,B,High,Seasonal,Moderate,0.979359378413813,17.276923076923076,16.920316645518646,65,1.6408205128205127,1795.35,7,2.1,74,195.0,189.0,Understocked,Understocked by 6 units,0,6,0.0,9.84,310.12,0.21,0.0,0.9,0.881,0.119,0.019,33.4,10.9,2026-02,2026-02-10,0,1,0,310.12,0.0,11.899999999999999,1.9,90.0,88.1,#45B7D1,#C0C0C0,High,85,B-Understocked,Increase by 6 units to 195,9.84
22677,FRENCH BLUE METAL DOOR SIGN 2,B,Low,Stable,Volatile,1.0304925640574194,10.034965034965035,10.34095684910767,143,1.2582517482517483,1793.76,8,1.6,63,143.0,202.0,Overstocked,Overstocked: Stock 202.0 > tolerance 172,30,0,37.75,0.0,254.17,0.17,0.03,0.97,1.0,0.0,-0.03,18.1,20.1,2026-02,2026-02-10,1,0,0,254.17,0.1485226423260023,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 30 units to 143,37.75
23486,ANTIQUE HEART SHELF UNIT,B,Low,Stable,Moderate,0.8100649096488426,3.393939393939394,2.749311208505163,33,16.528030303030302,1793.3999999999999,12,2.4,24,65.0,102.0,Overstocked,Overstocked: Stock 102.0 > tolerance 78,24,0,396.67,0.0,1685.86,1.15,0.27,0.97,1.0,0.0,-0.03,12.1,30.1,2026-02,2026-02-10,1,0,0,1685.86,0.23529237303216166,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,50,B-Overstocked,Reduce by 24 units to 65,396.67
23500,KEY RING BASEBALL BOOT ASSORTED ,B,Low,Stable,Moderate,0.7672317478148983,39.75675675675676,30.502645973938257,37,1.2410135135135134,1792.55,10,2.0,235,633.0,575.0,Understocked,Understocked by 58 units,0,58,0.0,71.98,713.58,0.49,0.0,0.97,0.922,0.078,0.048,25.2,14.5,2026-02,2026-02-10,0,1,0,713.58,0.0,7.8,4.8,97.0,92.2,#45B7D1,#C0C0C0,High,60,B-Understocked,Increase by 58 units to 633,71.98
23028,DRAWER KNOB CRACKLE GLAZE BLUE,B,Low,Stable,Volatile,1.1464652382865048,16.71212121212121,19.159866027727496,66,1.658383838383838,1791.3899999999999,8,1.6,114,248.0,278.0,Optimal,Within B-item guidelines,0,0,0.0,0.0,461.03,0.32,0.0,0.97,0.992,0.008,-0.022,21.9,16.6,2026-02,2026-02-10,0,0,1,461.03,0.0,0.8,-2.1999999999999997,97.0,99.2,#4ECDC4,#C0C0C0,Low,40,B-Optimal,Maintain current levels,0.0
20684,STRAWBERRY DREAM CHILDS UMBRELLA,B,Low,Stable,Volatile,1.4825656846364792,4.290076335877862,6.360319960043522,131,3.243002544529262,1787.5,8,1.6,36,70.0,48.0,Understocked,Understocked by 22 units,0,22,0.0,71.35,155.66,0.11,0.0,0.97,0.761,0.239,0.209,32.6,11.2,2026-02,2026-02-10,0,1,0,155.66,0.0,23.9,20.9,97.0,76.1,#45B7D1,#C0C0C0,High,70,B-Understocked,Increase by 22 units to 70,71.35
21809,CHRISTMAS HANGING TREE WITH BELL,B,High,Seasonal,Volatile,1.4679104449444627,22.575757575757574,33.139190347988624,99,1.0852525252525251,1782.6399999999999,7,2.1,128,286.0,221.0,Understocked,Understocked by 65 units,0,65,0.0,70.54,239.84,0.16,0.0,0.9,0.736,0.264,0.164,37.3,9.8,2026-02,2026-02-10,0,1,0,239.84,0.0,26.400000000000002,16.400000000000002,90.0,73.6,#45B7D1,#C0C0C0,High,95,B-Understocked,Increase by 65 units to 286,70.54
23227,FILIGREE HEART BUTTERFLY WHITE ,B,Low,Stable,Moderate,0.7789561717714248,22.092307692307692,17.2089394255964,65,1.279692307692308,1782.3,10,2.0,132,353.0,537.0,Overstocked,Overstocked: Stock 537.0 > tolerance 424,113,0,144.61,0.0,687.19,0.47,0.1,0.97,1.0,0.0,-0.03,15.0,24.3,2026-02,2026-02-10,1,0,0,687.19,0.2104367060056171,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,50,B-Overstocked,Reduce by 113 units to 353,144.61
22799,SWEETHEART WIRE FRUIT BOWL,B,Low,Stable,Moderate,0.8963271497644056,2.8783783783783785,2.579968687835384,74,8.465540540540541,1781.6,10,2.0,19,48.0,37.0,Understocked,Understocked by 11 units,0,11,0.0,93.12,313.23,0.21,0.0,0.97,0.795,0.205,0.175,28.4,12.9,2026-02,2026-02-10,0,1,0,313.23,0.0,20.5,17.5,97.0,79.5,#45B7D1,#C0C0C0,High,60,B-Understocked,Increase by 11 units to 48,93.12
22523,CHILDS GARDEN FORK PINK,B,Low,Stable,Volatile,1.268464053589277,11.211640211640212,14.221562590241684,189,0.849231922398589,1780.87,8,1.6,83,173.0,223.0,Overstocked,Overstocked: Stock 223.0 > tolerance 208,15,0,12.74,0.0,189.38,0.13,0.01,0.97,0.999,0.001,-0.029,18.4,19.9,2026-02,2026-02-10,1,0,0,189.38,0.06727215123033055,0.1,-2.9000000000000004,97.0,99.9,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 15 units to 173,12.74
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,B,High,Perishable,Volatile,2.4149455953808854,15.82,38.20443931892561,50,2.5199999999999996,1776.7500000000002,7,2.1,136,247.0,386.0,Overstocked,Overstocked: Stock 386.0 > tolerance 296,90,0,226.8,0.0,972.72,0.67,0.16,0.9,0.995,0.005,-0.095,15.0,24.4,2026-02,2026-02-10,1,0,0,972.72,0.23316062176165803,0.5,-9.5,90.0,99.5,#FF6B6B,#C0C0C0,High,85,B-Overstocked,Reduce by 90 units to 247,226.8
10133,COLOURING PENCILS BROWN TUBE,B,Low,Stable,Volatile,1.0290449374786483,20.965753424657535,21.57470242206947,146,0.6901598173515981,1776.66,8,1.6,131,299.0,197.0,Understocked,Understocked by 102 units,0,102,0.0,70.4,135.96,0.09,0.0,0.97,0.663,0.337,0.307,38.8,9.4,2026-02,2026-02-10,0,1,0,135.96,0.0,33.7,30.7,97.0,66.3,#45B7D1,#C0C0C0,High,70,B-Understocked,Increase by 102 units to 299,70.4
21557,SET OF 6 FUNKY BEAKERS,B,Low,Stable,Volatile,2.157193817242243,5.3652173913043475,11.573813784682295,115,3.0277391304347825,1776.3100000000002,8,1.6,64,107.0,145.0,Overstocked,Overstocked: Stock 145.0 > tolerance 128,17,0,51.47,0.0,439.02,0.3,0.04,0.97,0.999,0.001,-0.029,13.5,27.0,2026-02,2026-02-10,1,0,0,439.02,0.11723839460616829,0.1,-2.9000000000000004,97.0,99.9,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 17 units to 107,51.47
21619,4 VANILLA BOTANICAL CANDLES,B,Low,Stable,Volatile,1.541015606800731,9.443396226415095,14.55242096610879,106,2.7004716981132075,1776.25,8,1.6,82,158.0,140.0,Understocked,Understocked by 18 units,0,18,0.0,48.61,378.07,0.26,0.0,0.97,0.929,0.071,0.041,24.6,14.8,2026-02,2026-02-10,0,1,0,378.07,0.0,7.1,4.1000000000000005,97.0,92.9,#45B7D1,#C0C0C0,High,70,B-Understocked,Increase by 18 units to 158,48.61
84676,BATH DUCK WATERING CAN,B,Low,Stable,Volatile,1.4576976991621005,9.52112676056338,13.878924572303942,71,2.890093896713615,1770.0400000000002,8,1.6,79,155.0,301.0,Overstocked,Overstocked: Stock 301.0 > tolerance 186,115,0,332.36,0.0,869.92,0.6,0.23,0.97,1.0,0.0,-0.03,11.5,31.6,2026-02,2026-02-10,1,0,0,869.92,0.382058120286923,0.0,-3.0,97.0,100.0,#FF6B6B,#C0C0C0,High,60,B-Overstocked,Reduce by 115 units to 155,332.36
22440,BALLOON WATER BOMB PACK OF 35,B,Low,Stable,Moderate,0.7781535129657724,22.49468085106383,17.50431492729921,188,0.41888297872340424,1768.38,10,2.0,134,359.0,440.0,Overstocked,Overstocked: Stock 440.0 > tolerance 431,9,0,3.77,0.0,184.31,0.13,0.0,0.97,0.999,0.001,-0.029,18.7,19.6,2026-02,2026-02-10,1,0,0,184.31,0.02045466876458141,0.1,-2.9000000000000004,97.0,99.9,#FF6B6B,#C0C0C0,High,50,B-Overstocked,Reduce by 9 units to 359,3.77
